x,y,DEC,RA,Magnitude,Magnitude error,background
2341.935968672601,428.8593036063593,162.0532948218647,59.18305829214819,18.727155389546397,0.2910632664027257,3421.476162218823
254.0015014029231,425.9944227921452,162.04893917415197,59.32999327507896,14.03483768946941,2.2683905962506503,3423.908256056798
346.9968986445465,428.0035275862772,162.04898659912266,59.32360887157701,15.269977968522706,0.06088290999551367,3424.8011880655604
757.998819381218,424.99814001224985,162.0506878760575,59.29516750648374,19.027142996867006,0.34277148279890085,3412.034843685807
1107.0156441194647,426.00164125456433,162.0515028947733,59.2707867248023,13.956618120966567,4.820084735986868,3445.749964952192
2124.0054904244384,431.9987713227658,162.05262240373185,59.19868707966878,17.727784147502394,0.13905202079247814,3422.6523276798875
336.0206266411606,430.9922075813204,162.04854620403574,59.32437092373308,21.658710160641544,2.3541035221327347,3420.2049695136657
883.00205077549,436.99485102386456,162.04941970657111,59.286483267800314,17.77616970623857,42.74165261920835,3422.7353524199525
246.99602914742331,441.00159072712137,162.046890834832,59.330509935659975,17.942554333450794,-0.05251144468909755,3896.2165142532103
243.9977795094644,438.0044509205991,162.0472847040842,59.33070843344285,18.554031002045683,1.6100761570685378,3411.3360237751185
1028.8974847628851,439.84092250295953,162.0494261104163,59.276289408793005,16.270119352237113,1.6938242896321236,3410.4983661864976
1938.9932505813827,438.0115153942674,162.0515479782634,59.211917823417046,14.514527002150599,1.3642950285178952,3414.5969708056377
1969.9968082256169,439.0051456641796,162.0514584584559,59.20970632081292,16.42894169559937,0.6707481288418549,3417.1839313314917
1646.990447800786,438.00017706450916,162.05105867140713,59.232699301488076,19.064395027494626,0.1940075739296777,3404.748025879527
1634.9967151233418,442.9984998930859,162.05035637662937,59.23355855899396,15.215851516363049,0.6671604979766919,3405.4345646806514
2227.006307871435,448.9938196001335,162.05042886489844,59.19133032313031,17.857399147948456,2.9375722120290106,3425.9092636375713
1935.0037738604567,447.99447695356196,162.0501823816412,59.21221691676008,16.14245869270509,0.30308618717597613,3428.4661612672285
600.9994365973392,449.0002456197264,162.04696931825728,59.3061192327892,15.574904271574495,1.5101578493606558,3408.6309177346693
1113.996874831795,454.0028245324063,162.0477218142459,59.270350798293585,17.57834850007393,0.49073073677449724,3404.017913402085
1961.0027086742718,450.99229473566663,162.04981248708407,59.210365538153795,15.749686971553045,0.33530477460232794,3386.844435964592
2319.0022386732294,450.9989201537669,162.0502531360676,59.18473185679291,12.759500709255589,1.3151157688942061,3422.2315294648834
2353.0003158413297,451.99662970153327,162.05015034180062,59.1822912821375,18.9596284512238,0.4476587550979399,3429.0153882042437
572.0000569111287,458.0000205144766,162.04566235735717,59.30814771850417,19.27364058427181,0.0725665253546189,3408.694915772071
1071.0011061866783,461.9984473879838,162.04652863254282,59.2733822903995,16.555386425197796,2.67610467197176,3409.7702217581273
2112.022711843795,470.9724620774517,162.04729471814895,59.19959669422342,18.785183870238114,3.946184651407507,3425.6575613498426
2084.0089826307017,459.0093507059537,162.04888998987104,59.20158550117297,17.192858298594935,0.7011425079785941,3404.9276419261882
1316.000761886858,460.0066941457832,162.04738563911937,59.25615213689555,16.643510755309215,2.251886579007231,3423.3214631143987
2054.0023794170793,463.9991951288026,162.0481701388244,59.20373860411815,14.494182312796726,1.070840341962578,3423.4487277693693
638.0000463640025,463.00040800322165,162.04518794477318,59.3035847380649,16.524701621502103,0.899868337894393,3437.892717739611
763.0013459057019,463.9967189001536,162.045422435732,59.29490206666792,17.404960599768295,0.19396853608778003,3419.307392932119
1103.0068125533774,465.9899839793714,162.04606742224584,59.2711449935277,17.402835321682584,-0.5532229005822515,3463.9902061243843
268.9954093488653,471.00490654862693,162.04291737667927,59.329071408283085,18.656067131846,0.6547955800189177,3407.427363573246
2093.0135278270354,466.9984956568799,162.0478124171096,59.20095193642128,17.97182577602687,1.321292626286426,3433.2218205584913
1711.0008626026581,470.00055405632264,162.04681981593188,59.228203735665595,15.609255464476984,1.1655822082757143,3426.748278046997
1132.0031331981836,472.00867218608994,162.0453221223661,59.269121042001665,17.734156648455308,2.274145538312008,3417.7845176603587
1048.000415568834,472.0005192958718,162.04511266018605,59.27501401800225,16.141455794544193,1.6321754514464308,3418.1307743993775
1551.0020842105962,471.9982665839967,162.04624983545278,59.239562135425714,18.463690163729616,0.355547019559828,3408.8802736896064
1634.9979972182482,474.002225534042,162.04613735784528,59.233608513857575,16.297992179333214,1.5089187628510037,3420.639167382758
2358.0027489712043,478.00088035918657,162.04660659478964,59.18196258841657,17.99150302905936,0.615939347488948,3403.9908900134396
1392.9998132507221,476.999402004972,162.04524502458125,59.250748602074,10.844601447686497,1.8899003469197024,3422.990722172717
1961.9995817941033,479.001044187104,162.04599678147454,59.210334090732914,17.993067686483908,0.6171754251888885,3420.9066871459445
386.9992374731277,477.99961443037387,162.0423675125538,59.32097102893992,17.133061897066668,1.7099900188071788,3418.7347244940643
564.002944212623,478.99969863951605,162.04279633346263,59.30874777017037,13.65990887580412,0.021146668253597827,3434.211231159717
1461.9988714679532,478.0007726766686,162.04525408255608,59.24587332855405,17.14803242760335,1.5717575004796887,3428.1203837871512
