x,y,Magnitude,Magnitude error,background
302.47694225148655,4397.567227115112,12.2898912804036,0.10293163673958747,2848.031326128508
744.8110301213711,4400.660439599038,13.215595447664647,0.09547172852771449,2939.1725813524517
1316.1657465138765,4393.428499481975,9.766819634675297,0.009203906922989653,3164.322505609774
1755.2500214041677,4405.374965538979,16.23937773977928,0.023329444436567984,2878.2590590233312
1856.144293196202,4402.859110941945,12.887495361490831,0.07326376230270348,2992.6153996765574
2121.9234613668577,4402.261199732276,13.526751137155252,0.09109686041921664,2999.2748056219248
244.399984345466,4401.485925698903,13.682265387559013,0.10515753177831695,3005.659213938664
2150.7776512895334,4400.555605992451,15.081125234852378,0.02576243107657835,2722.33303591445
503.94136103931464,4397.823607165446,14.476326799493068,0.032793418487176755,2713.8649108391396
1660.4171685573745,4393.251908982333,11.990865647263867,0.12691894192278544,2890.3610563383586
1414.0908421538677,4397.363423115898,12.767616161465236,0.24332631519733336,3086.3983562113235
2054.332515663709,4392.549108637627,13.27939920355182,0.04637512213119592,2644.9730116733035
835.2858315669442,4392.285289924033,12.058823291483597,0.1762742716588789,2905.7034258618705
1891.000109621381,4390.55571779024,16.721476429859607,0.021352411880323656,2922.462885232908
271.0740121651561,4370.960671585527,11.165156703035462,0.13504707877925815,2723.786752351999
2148.085143451426,4382.21302417349,13.231495806010416,0.0317070702055265,2568.4022680826565
2219.7003902344054,4385.899851898691,10.699157996910321,0.07902609064914373,2197.7408919214486
1544.5458624661842,4378.298025832547,12.03323670674022,0.0863929556662607,2661.397091131872
1771.5124678672155,4381.891275875372,13.432532949076442,0.03836474265703388,2584.866284790645
618.0318270606766,4380.047815550585,12.898570866505409,0.04764015135278224,2567.4050189699115
1621.9998782191537,4381.4698528669205,14.215600480131474,0.04303525571920823,2782.703897766192
2373.8577798196116,4379.428373830525,15.294859415194038,0.01664655632957031,2553.9953454539113
299.0478448289103,4375.268789811252,14.60003727431422,0.02881860232826782,2719.636471001715
1528.0000378972602,4373.124909841747,16.508206289697927,0.010515230462217941,2555.9269404449233
2107.093768980389,4358.948899922032,12.19350680651405,0.061242855752871236,2896.7722913515877
1287.1998938386798,4370.800091236197,14.757878917379553,0.03435493841933819,2788.369147820622
425.7495287145114,4368.1384432592495,13.860543294856786,0.04197671901313937,2716.4189404435447
758.6757367276218,4366.54076434906,13.536325873991398,0.04353579405720193,2661.227998669647
418.7310647320685,4363.923001802872,14.657973899102668,0.027934692349059837,2686.316995669978
1203.4115896409526,4365.353051344169,15.187730576399359,0.022725013656786322,2700.7845603559904
1680.7775496842285,4362.555724702325,15.359207476291438,0.019081024372908064,2638.405598891449
1607.8748565019166,4361.749836514717,15.585838500628975,0.0171102707762225,2633.8412328218187
2251.506149166553,4357.400566055474,12.548192000079359,0.05896149614505554,2630.5701266040946
1965.4903344266934,4352.795510700968,13.25329568985141,0.053228119605599894,2757.6835885765636
2141.0223603945965,4353.799995921234,13.136475449923651,0.0477231666269934,2609.675144151629
1278.7669845679857,4339.569721546385,13.523680161043755,0.05615893094980924,2938.402236857899
1366.0644137126637,4331.445146395748,9.904602142142796,0.0054666994750406685,2871.2831179921636
1335.6247153405648,4348.000132848114,14.809691224643805,0.021106072964921927,2561.0775426122764
867.8944000058503,4344.157856852917,13.938735310339663,0.037376123429964235,2660.952585915008
263.4504966543004,4342.599977760093,10.195484536261482,1.7606206932118131,3231.0994914726534
1009.17313958627,4337.0876258012195,14.151250955470283,0.02671921501073905,2548.859114796002
1729.108368428963,4335.432178762587,13.497646524765923,0.036024629224852424,2559.441171452118
2142.799889379056,4334.750040881967,15.085143423175792,0.02749663101412269,2763.411999777355
265.78929236278617,4334.262777745688,11.175131807759415,0.45265011304661695,3061.135870801995
1323.5001257057704,4334.374853631555,13.93958233465043,9.182228438966645,3400.995770070363
1614.829805704152,4329.714063145072,12.388172250848967,0.05275944956668208,2514.043507282062
2025.1334953002138,4331.3998689096325,17.16623108370691,0.017368312114383055,2919.1545991566745
2171.00012861322,4331.9998022651325,14.556768306680224,0.029643433939716846,2678.8847658287186
476.2686460790877,4318.441508326477,11.9868891837881,0.06556404396782253,2617.2170764328007
305.09056581166493,4326.182048804844,10.793709056554668,0.19143374486111675,2719.1951825912
1930.0998967068122,4325.000053133578,14.184253984567132,0.03878709911926849,2717.027448109898
2249.956402691912,4323.217678567571,18.65794298881312,0.012071297262009322,2898.1716817051647
2116.7818405246126,4319.652537398182,13.565847210667542,0.03772744755276909,2626.1858210535624
433.02707429750006,4312.22540857757,13.166289237992391,0.05433483629948878,2725.218751047697
1062.181805731587,4320.99987572289,15.034530925863026,0.028696342949842756,2764.969176118485
1714.273279329642,4319.863830928613,14.483118905738346,0.03176728459319833,2712.3899378892465
2303.946365353697,4318.077730793575,13.54009835115367,0.042102937143263394,2664.027984010373
1930.3233552834465,4313.911303645237,13.65790647410127,0.06298953457712994,2837.300809715604
291.9413806377727,4315.529476776403,12.891337209687373,0.07011223136568058,2712.246654814816
858.8000942345554,4314.599770596872,12.948097511658062,0.20586957535879208,3067.1620858615365
536.7502292801283,4314.916810502054,14.635375627405166,0.026035192700625823,2637.041388257117
