x,y,Magnitude,Magnitude error,background
302.47694225148655,4397.567227115112,12.236426973110808,0.1272974146029194,2908.9058270090195
744.8110301213711,4400.660439599038,13.452377026963351,0.09071593524005975,2966.662387707777
1316.1657465138765,4393.428499481975,9.314686662406038,0.07348434562410243,3135.8110570411854
1755.2500214041677,4405.374965538979,16.03447393482494,0.04709967968924901,3063.990426269574
1856.144293196202,4402.859110941945,12.769910120864255,0.11450976869560264,3071.457324924164
2121.9234613668577,4402.261199732276,13.55825068392459,0.12816500092211527,3091.2509800020507
244.399984345466,4401.485925698903,14.341636258448174,0.07880442708988478,3025.1825673714525
2150.7776512895334,4400.555605992451,15.079425761362236,0.026219908246312217,2730.655439334325
503.94136103931464,4397.823607165446,14.551115357408428,0.03419016349263339,2747.249096178946
1660.4171685573745,4393.251908982333,12.01353840432426,0.15595927492403164,2956.3226750050903
1414.0908421538677,4397.363423115898,15.329261785536918,0.026605617091917937,2790.988386563162
2054.332515663709,4392.549108637627,13.250023178953953,0.04220355834619875,2590.702761178608
835.2858315669442,4392.285289924033,15.179884386183204,0.022988634972216114,2686.0808225520277
1891.000109621381,4390.55571779024,15.01656291161607,0.023027484922870753,2649.907563242823
271.0740121651561,4370.960671585527,11.131794331613639,0.23559283755185859,2928.9976006284533
2148.085143451426,4382.21302417349,12.742874573630786,0.05398532464804978,2665.8200503936446
2219.7003902344054,4385.899851898691,14.892784507731406,0.01650379207575251,2446.0701381582994
1544.5458624661842,4378.298025832547,12.28353879914319,0.0708927510650577,2630.6215325945086
1771.5124678672155,4381.891275875372,13.633614938443914,0.03719449450773836,2622.763080259788
618.0318270606766,4380.047815550585,12.999943702803389,0.04939788309140687,2609.5990950760715
1621.9998782191537,4381.4698528669205,14.475729317367355,0.030515867136537162,2686.0369626350575
2373.8577798196116,4379.428373830525,14.630342710905708,0.04598852311125359,2871.020890171905
299.0478448289103,4375.268789811252,13.505647428635008,0.04118313519491672,2628.840474635026
1528.0000378972602,4373.124909841747,15.295426134681662,0.02266548239204621,2703.263246957452
2107.093768980389,4358.948899922032,11.35461489484987,0.2739051787862428,3090.3944588874965
1287.1998938386798,4370.800091236197,14.74593397418103,0.03128185103284183,2745.2583040725544
425.7495287145114,4368.1384432592495,13.761068037360484,0.04709021292421882,2744.842256885425
758.6757367276218,4366.54076434906,13.704829355596454,0.040390359613452165,2665.787921404856
418.7310647320685,4363.923001802872,14.379000060965987,0.05784036862659557,2922.5194156946604
